insertion2729694.cpp,0,0,96.0,96,0,0,0,0,0,0,0,0
quick2309102.cpp,0,0,0,0,0,0,20.0,20,0,0,0,0
quick2287619.cpp,0,0,0,0,0,0,49.25,59,0,0,0,0
merge2209030.cpp,0,0,0,0,0,0,0,0,46.666666666666664,52,0,0
merge1985095.cpp,0,0,0,0,0,0,0,0,43.0,43,0,0
merge1498915.cpp,0,0,0,0,0,0,60.0,60,0,0,0,0
quick2278298.cpp,0,0,0,0,0,0,62.0,76,0,0,0,0
quick3001612.cpp,0,0,0,0,0,0,24.4,31,0,0,0,0
quick3771234.cpp,0,0,0,0,0,0,32.0,32,0,0,0,0
selection2729789.cpp,0,0,0,0,99.0,99,0,0,0,0,0,0
quick1618897.cpp,0,0,0,0,0,0,26.5,41,0,0,0,0
selection1673567.cpp,70.0,70,0,0,0,0,0,0,0,0,0,0
bubble1673563.cpp,0,0,0,0,70.0,70,0,0,0,0,0,0
quick3965110.cpp,0,0,0,0,0,0,28.666666666666668,32,0,0,0,0
merge2926979.cpp,0,0,0,0,0,0,0,0,38.8,50,0,0
counting3190411.cpp,0,0,0,0,0,0,0,0,0,0,50.0,50
quick2982971.cpp,0,0,0,0,0,0,21.6,27,0,0,0,0
quick1956267.cpp,0,0,0,0,0,0,0,0,20.0,20,0,0
merge3291030.cpp,0,0,0,0,0,0,0,0,61.0,61,0,0
quick2764881.cpp,0,0,0,0,0,0,53.84615384615385,95,0,0,0,0
quick882676.cpp,0,0,0,0,0,0,29.0,29,25.0,25,0,0
quick3103810.cpp,0,0,0,0,0,0,18.0,18,0,0,0,0
insertion1799419.cpp,0,0,66.0,66,0,0,0,0,0,0,0,0
quick1707176.cpp,0,0,0,0,0,0,23.0,29,0,0,0,0
quick4513152.cpp,0,0,0,0,0,0,21.25,26,0,0,0,0
bubble1218495.cpp,0,0,0,0,64.0,64,0,0,0,0,0,0
quick1408869.cpp,0,0,0,0,0,0,23.9,38,0,0,0,0
quick2328472.cpp,0,0,0,0,0,0,25.833333333333332,44,0,0,0,0
quick2398011.cpp,0,0,0,0,0,0,34.0,38,0,0,0,0
quick1219409.cpp,0,0,0,0,0,0,19.0,19,23.0,23,0,0
bubble3436200.cpp,0,0,0,0,54.0,54,0,0,0,0,0,0
counting2218083.cpp,0,0,0,0,0,0,0,0,0,0,68.0,75
merge2616025.cpp,0,0,0,0,0,0,0,0,37.0,37,0,0
merge3182481.cpp,0,0,0,0,0,0,0,0,41.0,42,0,0
quick1876852.cpp,0,0,0,0,0,0,38.0,56,0,0,0,0
bubble1221741.cpp,0,0,62.0,62,0,0,0,0,0,0,0,0
quick2274785.cpp,0,0,0,0,0,0,63.75,76,0,0,0,0
quick717377.cpp,0,0,0,0,0,0,0,0,36.0,36,0,0
quick1298614.cpp,0,0,0,0,0,0,41.5,55,0,0,0,0
counting2771179.cpp,0,0,0,0,0,0,0,0,0,0,74.0,86
merge4609155.cpp,0,0,0,0,0,0,0,0,46.666666666666664,52,0,0
quick1500085.cpp,0,0,0,0,0,0,0,0,30.0,30,0,0
merge2636807.cpp,0,0,0,0,0,0,0,0,39.0,39,0,0
quick2485139.cpp,0,0,0,0,0,0,29.0,53,0,0,0,0
counting408869.cpp,0,0,0,0,0,0,0,0,0,0,37.0,37
merge2858797.cpp,0,0,0,0,0,0,0,0,37.0,52,0,0
quick2138699.cpp,0,0,0,0,0,0,25.25,34,0,0,0,0
merge2216666.cpp,0,0,0,0,0,0,0,0,59.0,59,0,0
merge3806839.cpp,0,0,0,0,0,0,0,0,45.333333333333336,53,0,0
merge1820831.cpp,0,0,0,0,0,0,0,0,43.0,43,0,0
quick3190266.cpp,0,0,0,0,0,0,25.833333333333332,48,0,0,0,0
quick4005803.cpp,0,0,0,0,0,0,35.0,43,0,0,0,0
merge2398028.cpp,0,0,0,0,0,0,0,0,36.0,36,0,0
bubble1203203.cpp,0,0,44.0,44,0,0,0,0,0,0,0,0
quick2713012.cpp,0,0,0,0,0,0,40.53333333333333,76,0,0,0,0
counting2327210.cpp,0,0,0,0,0,0,0,0,0,0,45.0,45
quick2916338.cpp,0,0,0,0,0,0,21.8,32,0,0,0,0
quick3854249.cpp,0,0,0,0,0,0,29.272727272727273,44,0,0,0,0
bubble4814554.cpp,90.0,90,0,0,0,0,0,0,0,0,0,0
quick1272118.cpp,0,0,0,0,0,0,33.0,33,0,0,0,0
selection863550.cpp,67.0,67,0,0,0,0,0,0,0,0,0,0
quick3055095.cpp,0,0,0,0,0,0,26.076923076923077,46,0,0,0,0
quick3770772.cpp,0,0,0,0,0,0,0,0,38.0,38,0,0
quick2219423.cpp,0,0,0,0,0,0,43.666666666666664,75,0,0,0,0
merge2379688.cpp,0,0,0,0,0,0,0,0,39.0,39,0,0
quick1038943.cpp,0,0,0,0,0,0,22.0,22,0,0,0,0
quick1938215.cpp,0,0,0,0,0,0,44.09090909090909,61,0,0,0,0
merge2870180.cpp,0,0,0,0,0,0,0,0,43.5,50,0,0
quick1670903.cpp,0,0,0,0,0,0,24.25,44,0,0,0,0
quick2572132.cpp,0,0,0,0,0,0,27.0,36,0,0,0,0
selection3436251.cpp,50.0,50,0,0,0,0,0,0,0,0,0,0
selection655723.cpp,68.0,68,0,0,0,0,0,0,0,0,0,0
merge3078852.cpp,0,0,0,0,0,0,0,0,39.0,39,0,0
merge2711591.cpp,0,0,0,0,0,0,0,0,42.2,44,0,0
selection1218504.cpp,65.0,65,0,0,0,0,0,0,0,0,0,0
merge680196.cpp,0,0,0,0,0,0,0,0,39.75,44,0,0
quick2091489.cpp,0,0,0,0,0,0,37.0,37,0,0,0,0
insertion1203181.cpp,47.0,47,0,0,0,0,0,0,0,0,0,0
bubble655718.cpp,0,0,0,0,69.0,69,0,0,0,0,0,0
quick4244334.cpp,0,0,0,0,0,0,26.6,45,0,0,0,0
selection879891.cpp,66.0,66,0,0,0,0,0,0,0,0,0,0
quick1457662.cpp,0,0,0,0,0,0,19.0,21,0,0,0,0
merge873958.cpp,0,0,0,0,0,0,41.0,41,0,0,0,0
merge1707052.cpp,0,0,0,0,0,0,0,0,48.333333333333336,51,0,0
merge2277885.cpp,0,0,0,0,0,0,0,0,42.5,54,0,0
quick2389559.cpp,0,0,0,0,0,0,23.428571428571427,29,0,0,0,0
quick1788405.cpp,0,0,0,0,0,0,45.333333333333336,50,0,0,0,0
counting2397958.cpp,0,0,0,0,0,0,0,0,0,0,87.0,87
bubble1583262.cpp,0,0,0,0,68.0,68,0,0,0,0,0,0
insertion2144895.cpp,0,0,66.0,66,0,0,0,0,0,0,0,0
merge3770683.cpp,0,0,0,0,0,0,69.0,69,0,0,0,0
merge1685919.cpp,0,0,0,0,0,0,0,0,32.0,34,0,0
selection2736418.cpp,0,0,0,0,99.0,99,0,0,0,0,0,0
quick4262467.cpp,0,0,0,0,0,0,33.2,35,0,0,0,0
counting2122750.cpp,0,0,0,0,0,0,0,0,0,0,51.0,51
merge3645703.cpp,0,0,0,0,0,0,0,0,39.0,39,0,0
quick1273642.cpp,0,0,0,0,0,0,23.25,30,0,0,0,0
quick1538196.cpp,0,0,0,0,0,0,25.714285714285715,43,0,0,0,0
bubble2729780.cpp,99.0,99,0,0,0,0,0,0,0,0,0,0
merge710274.cpp,0,0,0,0,0,0,0,0,51.0,53,0,0
quick4446741.cpp,0,0,0,0,0,0,23.0,23,0,0,0,0
quick1613001.cpp,0,0,0,0,0,0,44.0,57,0,0,0,0
quick2219612.cpp,0,0,0,0,0,0,53.84615384615385,95,0,0,0,0
quick899366.cpp,0,0,0,0,0,0,27.77777777777778,52,0,0,0,0
merge2125031.cpp,0,0,0,0,0,0,0,0,34.0,34,0,0
quick1811500.cpp,0,0,0,0,0,0,62.333333333333336,98,0,0,0,0
merge4262026.cpp,0,0,0,0,0,0,0,0,35.0,35,0,0
counting3222255.cpp,0,0,0,0,0,0,0,0,0,0,87.0,87
merge4123845.cpp,0,0,0,0,0,0,0,0,37.5,40,0,0
bubble879889.cpp,0,0,0,0,68.0,68,0,0,0,0,0,0
merge877303.cpp,0,0,0,0,0,0,0,0,35.5,36,0,0
selection1963713.cpp,0,0,0,0,73.0,73,0,0,0,0,0,0
quick2295339.cpp,0,0,0,0,0,0,21.0,21,0,0,0,0
quick865707.cpp,0,0,0,0,0,0,29.25,35,0,0,0,0
selection1583278.cpp,65.0,65,0,0,0,0,0,0,0,0,0,0
quick2845632.cpp,0,0,0,0,0,0,64.25,71,0,0,0,0
quick408959.cpp,0,0,0,0,0,0,15.0,16,0,0,0,0
quick1190666.cpp,0,0,0,0,0,0,36.5,41,0,0,0,0
selection1880735.cpp,0,0,0,0,72.0,72,0,0,0,0,0,0
quick3744425.cpp,0,0,0,0,0,0,35.0,38,0,0,0,0
insertion1221697.cpp,97.0,97,0,0,0,0,0,0,0,0,0,0
merge2952638.cpp,0,0,0,0,0,0,0,0,46.666666666666664,52,0,0
quick2552972.cpp,0,0,0,0,0,0,42.63636363636363,56,0,0,0,0
quick1380566.cpp,0,0,0,0,0,0,62.333333333333336,98,0,0,0,0
counting3449407.cpp,0,0,0,0,0,0,0,0,0,0,50.0,50
quick3098006.cpp,0,0,0,0,0,0,53.84615384615385,95,0,0,0,0
merge2856577.cpp,0,0,0,0,0,0,0,0,40.0,45,0,0
quick2550184.cpp,0,0,0,0,0,0,35.0,35,0,0,0,0
quick3662338.cpp,0,0,0,0,0,0,43.8,81,0,0,0,0
counting3097992.cpp,0,0,0,0,0,0,0,0,0,0,46.0,46
counting882361.cpp,0,0,0,0,0,0,0,0,0,0,48.0,48
quick1528485.cpp,0,0,0,0,0,0,35.5,44,0,0,0,0
merge1266138.cpp,0,0,0,0,0,0,0,0,49.0,63,0,0
bubble2705981.cpp,90.0,90,0,0,0,0,0,0,0,0,0,0
merge2389438.cpp,0,0,0,0,0,0,0,0,35.0,35,0,0
quick3637082.cpp,0,0,0,0,0,0,17.0,19,0,0,0,0
quick3100695.cpp,0,0,0,0,0,0,29.0,49,0,0,0,0
merge2552087.cpp,0,0,0,0,0,0,0,0,46.666666666666664,52,0,0
quick4168798.cpp,0,0,0,0,0,0,19.75,23,0,0,0,0
merge864202.cpp,0,0,0,0,0,0,0,0,39.0,39,0,0
quick3121922.cpp,0,0,0,0,0,0,38.18181818181818,62,0,0,0,0
quick970351.cpp,0,0,0,0,0,0,32.0,32,0,0,0,0
counting827270.cpp,0,0,0,0,0,0,0,0,0,0,53.0,53
counting2219599.cpp,0,0,0,0,0,0,0,0,0,0,81.5,87
merge1820972.cpp,0,0,0,0,0,0,37.0,37,0,0,0,0
bubble2736417.cpp,99.0,99,0,0,0,0,0,0,0,0,0,0
insertion2736323.cpp,0,0,96.0,96,0,0,0,0,0,0,0,0
quick4207889.cpp,0,0,0,0,0,0,45.25,82,0,0,0,0
merge713287.cpp,0,0,0,0,0,0,59.0,59,0,0,0,0
merge2546954.cpp,0,0,0,0,0,0,0,0,31.5,33,0,0
merge1219270.cpp,0,0,0,0,0,0,42.0,42,0,0,0,0
quick2270634.cpp,0,0,0,0,0,0,20.0,26,0,0,0,0
quick2512974.cpp,0,0,0,0,0,0,24.0,24,0,0,0,0
quick2478296.cpp,0,0,0,0,0,0,68.5,72,0,0,0,0
merge3277649.cpp,0,0,0,0,0,0,0,0,37.0,38,0,0
merge3944042.cpp,0,0,0,0,0,0,0,0,60.0,60,0,0
bubble863543.cpp,0,0,0,0,68.0,68,0,0,0,0,0,0
quick3333106.cpp,0,0,0,0,0,0,24.666666666666668,31,0,0,0,0
merge3244046.cpp,0,0,0,0,0,0,0,0,38.0,43,0,0
merge1820856.cpp,0,0,0,0,0,0,0,0,39.0,44,0,0
quick2824225.cpp,0,0,0,0,0,0,23.333333333333332,26,0,0,0,0
